name,gender,age,class,embarked,country,ticketno,fare,sibsp,parch,survived,PassengerId,Age Group,Fare Quartile,cabin,member_type,is_survived,port,bridge,is_survived2,diff
"Mackie, Mr. William Dickson",male,32,engineering crew,B,Scotland,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Major, Mr. Thomas Edgar",male,36,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Major, Mr. William James",male,32,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Mantle, Mr. Roland Frederick",male,40,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"March, Mr. John Starr",male,50,victualling crew,S,United States,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Marett, Mr. George John",male,27,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Marks, Mr. James",male,27,victualling crew,S,Scotland,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Marriott, Mr. John William",male,21,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Marsden, Miss. Evelyn",female,28,victualling crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Marsh, Mr. Frederick Charles",male,40,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Martin, Miss. Mabel Elvina",female,20,restaurant staff,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Martin, Mrs. Annie Martha",female,39,victualling crew,S,Channel Islands,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Maskell, Mr. Leopold Adolphus",male,25,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Mason, Mr. Frank Archibald Robert",male,32,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Mason, Mr. J.",male,39,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Matherson, Mr. David",male,30,deck crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Mathias, Mr. Montague Vincent",male,29,deck crew,S,Wales,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Mattmann, Sig. Adolf",male,20,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Mauge, Mr. Paul Achille Maurice Germain",male,25,restaurant staff,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Maxwell, Mr. John",male,30,deck crew,B,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"May, Mr. Arthur William",male,22,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"May, Mr. Arthur William",male,59,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,60+,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Maynard, Mr. Isaac Hiram",male,31,victualling crew,B,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,Boarded elswhere,Crew,#N/A,#N/A
"Mayo, Mr. William Peter",male,28,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Maytum, Mr. Alfred",male,53,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Mayzes, Mr. Thomas Jubilee",male,25,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"McAndrew, Mr. Thomas Patrick",male,38,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"McAndrews, Mr. William",male,23,engineering crew,S,NA,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"McCarthy, Mr. Frederick James",male,38,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"McCarthy, Mr. William",male,47,deck crew,S,Ireland,Crew,,Crew,Crew,yes,Crew,45-60,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"McCastlan, Mr. W.",male,38,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"McCawley, Mr. Thomas W.",male,36,victualling crew,B,Scotland,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"McElroy, Mr. Hugh Walter",male,37,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"McGann, Mr. James",male,29,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"McGarvey, Mr. Edward Joseph",male,34,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"McGaw, Mr. Erroll Victor",male,30,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"McGough, Mr. George Francis 'Paddy'",male,36,deck crew,S,Ireland,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"McGrady, Mr. James",male,17,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"McInerney, Mr. Thomas",male,38,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"McIntyre, Mr. William",male,21,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"McKay, Mr. Charles Donald",male,30,victualling crew,B,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,Boarded elswhere,Crew,#N/A,#N/A
"McLaren, Mrs. Hypatia",female,40,victualling crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"McMicken, Mr. Arthur",male,23,victualling crew,B,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,Boarded elswhere,Crew,#N/A,#N/A
"McMicken, Mr. Benjamin Tucker",male,21,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"McMullin, Mr. John Richard",male,36,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"McMurray, Mr. William",male,44,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"McQuillan, Mr. William",male,26,engineering crew,B,Northern Ireland,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"McRae, Mr. William Alexander",male,32,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"McReynolds, Mr. William",male,22,engineering crew,B,Northern Ireland,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Mellor, Mr. Arthur",male,34,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Middleton, Mr. Alfred Pirrie",male,27,engineering crew,B,Ireland,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Middleton, Mr. Mark Victor",male,28,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Milford, Mr. George",male,28,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Millar, Mr. Robert",male,26,engineering crew,B,Scotland,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Millar, Mr. Thomas",male,32,engineering crew,B,Northern Ireland,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Mills, Mr. Christopher",male,51,victualling crew,S,England,Crew,,Crew,Crew,yes,Crew,45-60,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Mintram, Mr. William",male,46,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Mishellany, Mr. Abraham Mansoor",male,53,victualling crew,B,Lebanon,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Mitchell, Mr. Lorenzo (Lawrence) Horace",male,19,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Monrós, Sr. Joan Javier",male,20,restaurant staff,S,Spain,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Monteverdi, Sig. Giovanni",male,23,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Moody, Mr. James Paul",male,24,deck crew,B,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Moore, Mr. Alfred Ernest",male,39,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Moore, Mr. George Alfred",male,32,deck crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Moore, Mr. John J.",male,29,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Moore, Mr. Ralph",male,22,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Moores, Mr. Richard Henry",male,44,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Morgan (Bird), Mr. Charles Frederick",male,42,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Morgan, Mr. Arthur Herbert",male,27,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Morgan, Mr. Thomas A.",male,26,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Morris, Mr. Arthur",male,30,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Morris, Mr. Frank Herbert",male,28,victualling crew,B,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,Boarded elswhere,Crew,#N/A,#N/A
"Morris, Mr. William Edward",male,23,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Moss, Mr. William",male,36,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Moyes, Mr. William Young",male,24,engineering crew,B,Scotland,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Müller, Mr. Ludwig",male,37,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Mullin, Mr. Thomas",male,20,victualling crew,S,Scotland,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Murdoch, Mr. William McMaster",male,39,deck crew,B,Scotland,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Nannini, Sig. Francesco Luigi Arcangelo",male,42,restaurant staff,S,Italy,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Neal, Mr. Bentley Harold",male,26,victualling crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Nettleton, Mr. George Walter",male,30,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Newman, Mr. Charles Thomas",male,33,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Nicholls, Mr. Sidney",male,39,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Nichols, Mr. Alfred William Stanley",male,48,deck crew,B,Australia,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Nichols, Mr. Arthur",male,46,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Nichols, Mr. Walter Henry",male,35,victualling crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Niven, Mr. John Brown",male,30,engineering crew,S,Scotland,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Noon, Mr. John Thomas",male,42,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Norris, Mr. James",male,22,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Noss, Mr. Bertram Arthur",male,21,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Noss, Mr. Henry",male,30,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Nutbean, Mr. William",male,30,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"O'Connor, Mr. John",male,29,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"O'Connor, Mr. Thomas Peter",male,44,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Olive, Mr. Charles",male,31,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Olive, Mr. Ernest Roskelly",male,27,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Oliver, Mr. H.",male,32,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Olliver, Mr. Alfred John",male,27,deck crew,B,Channel Islands,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,Boarded elswhere,Crew,#N/A,#N/A
"O'Loughlin, Dr. William Francis Norman",male,63,deck crew,B,England,Crew,,Crew,Crew,no,Crew,60+,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Orpet, Mr. Walter Hayward",male,31,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Orr, Mr. James",male,39,victualling crew,S,Scotland,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Osborne, Mr. William Edward",male,32,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Osman, Mr. Frank",male,27,deck crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Othen, Mr. Charles Alfred",male,36,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Owen, Mr. Lewis",male,43,victualling crew,S,Wales,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Pacey, Mr. Reginald lvan",male,17,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Pachera, Sig. Jean Baptiste Stanislas",male,19,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Paice, Mr. Richard Charles John",male,32,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Painter, Mr. Charles",male,32,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Painter, Mr. Frank",male,29,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Paintin, Mr. James Arthur",male,29,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Palles, Mr. Thomas Henry Michael",male,45,engineering crew,B,England,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Parsons, Mr. Edward",male,37,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Parsons, Mr. Frank Alfred",male,27,engineering crew,B,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Parsons, Mr. Richard Henry",male,18,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Pascoe, Mr. Charles H.",male,45,deck crew,S,England,Crew,,Crew,Crew,yes,Crew,45-60,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Pearce, Mr. Alfred Emest",male,24,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Pearce, Mr. John",male,28,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Pearcey, Mr. Albert Victor",male,25,victualling crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Pedrini, Sig. Alessandro",male,21,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Pelham, Mr. George",male,39,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Pennal, Mr. Thomas Frederick Cohen",male,34,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Penny, Mr. William Farr",male,31,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Penrose, Mr. John Poole",male,49,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Peracchio, Sig. Alberto",male,20,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Peracchio, Sig. Sebastiano",male,17,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Perkins, Mr. Laurence Alexander",male,22,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Perkis, Mr. Walter John",male,37,deck crew,B,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,Boarded elswhere,Crew,#N/A,#N/A
"Perotti, Sig. Alfonso",male,20,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Perren, Mr. William Charles",male,48,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Perriton, Mr. Hubert Prouse",male,32,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Perry, Mr. Edgar Lionel",male,19,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Perry, Mr. Henry Frederick",male,23,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Peters, Mr. William Chapman",male,26,deck crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Petty, Mr. Edwin Henry",male,25,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Pfropper, Mr. Richard Paul Jozef",male,30,victualling crew,S,Germany,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Phillimore, Mr. Harold Charles William",male,23,victualling crew,B,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,Boarded elswhere,Crew,#N/A,#N/A
"Phillips, Mr. A. George",male,27,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Phillips, Mr. John George",male,25,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Phillips, Mr. Walter John",male,35,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Piatti, Sig. Louis",male,17,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Piazza, Sig. Pompeo Gaspro",male,33,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Pitfield, Mr. William James",male,25,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Pitman, Mr. Herbert John",male,34,deck crew,B,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,Boarded elswhere,Crew,#N/A,#N/A
"Platt, Mr. Wilfred George",male,18,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Podesta, Mr. Alfred John Alexander",male,24,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Poggi, Sig. Emilio",male,28,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Poingdestre, Mr. John Thomas",male,33,deck crew,S,Channel Islands,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Pond, Mr. George",male,33,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Pook, Mr. Percy Robert",male,36,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Porteus, Mr. Thomas Henry",male,34,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Port, Mr. Frank",male,22,victualling crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Prangnell, Mr. George Alexander",male,30,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Prentice, Mr. Frank Winnold",male,23,victualling crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Preston, Mr. Thomas Charles Alfred",male,20,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Price, Mr. Ernest Cyril",male,17,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Prichard, Mrs. Alice Maud",female,36,victualling crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Prideaux, Mr. John Arthur (Jack)",male,23,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Priest, Mr. Arthur John",male,24,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
